Stephan,/'ste.pa.nus/,'ste.pa.n
strat,/stra:.ta/,stra:.t
stratur,/stra.'tu:.ra/,stra.'tu:.r
stupp,/'stup.pa/,'stup.p
suavis,/'su:.a.wis/,'su:.a.wis
suc,/'su:.kus/,'su:.k
superlatiu,/su.per.la:.'ti:.wus/,su.per.la:.'ti:.w
syllab,/'sil.la.ba/,'sil.la.b
Symmach,/'sim.ma.kus/,'sim.ma.k
synod,/'si.no.dus/,'si.no.d
syr,/'si.rus/,'si.r
tabellari,/ta.bel.'la:.ri.us/,ta.bel.'la:.ri
tabul,/'ta:.bu.la/,'ta:.bu.l
tarsens,/tar.'se:n.sis/,tar.'se:n.s
Telamon,/'te.la.mo:n/,'te.la.mo:n
test,/'tes.tis/,'tes.t
testimoni,/tes.ti.'mo:.ni.um/,tes.ti.'mo:.ni
Thabor,/'ta.bor/,'ta.bor
thec,/'te:.ka/,'te:.k
theori,/te.'o.ri.a/,te.'o.ri
thomas,/'to.ma:s/,'to.ma:s
Timothe,/ti.'mo.te.us/,ti.'mo.te
tit,/'ti.tus/,'ti.t
titul,/'ti.tu.lus/,'ti.tu.l
ton,/'to.nus/,'to.n
tot,/to:.tus/,to:.t
tract,/'trak.to:/,'trak.t
trib,/'tri.bus/,'tri.b
triblatio,/tri.'bla:.ti.o:/,tri.'bla:.ti.o:
tribun,/tri.'bu:.nus/,tri.'bu:.n
tridan,/tri.'da:.na/,tri.'da:.n
trinitat,/tri:.ni.'ta:tem/,tri:.ni.'ta:t
Troi,/'tro:.ja/,'tro:.j
trop,/'tro.pus/,'tro.p
tub,/'tu.ba/,'tu.b
tympan,/'tim.pa.num/,'tim.pa.n
tym,/'ti:.mum/,'ti:.m
Tyrrhen,/tir.'re:.nus/,tir.'re:.n
uagin,/'wa.gi:.na/,'wa.gi:.n
ualent,/wa.'len.ti.a/,wa.'len.t
ueglia,/'we.gli.a/,'we.gli.a
uel,/'we:.lum/,'we:.l
uers,/'wer.sus/,'wer.s
uesper,/'wes.per/,'wes.per
uic,/'wi:.kus/,'wi:.k
uigil,/wi.'gi.li.a/,wi.'gi.l
uin,/'wi:.num/,'wi:.n
uirtu,/'wir.tus/,'wir.tu
uisio,/'wi:.si.o:/,'wi:.si.o:
uisio,/'wi:.si.o:/,'wi:.si.o:
uitul,/'wi:.tu.lus/,'wi:.tu.l
ung,/'uŋ.go:/,'uŋ.g
vespertin,/wes.per.'ti:.na/,wes.per.'ti:.n
Zorobabel,/zo.'ro.ba.bel/,zo.'ro.ba.bel
